X,Y,Name,country,provincia,concello,LUGAR_E_PARROQUIA
-8.1593792,42.2540575,Puente de Prexigueiro,España,Ourense,Ribadavia,Prexigueiro
-7.2331896,42.6023668,Ponte acueducto de Lousadela,España,Lugo,Folgoso do Courel,Eiriz
-8.5639099,42.6222802,Ponte de Nieto,España,Pontevedra,Cuntis,Meira
-8.5646162,42.6259849,Pasos de Meira,España,Pontevedra,Cuntis,Meira
-8.9113384,42.8565633,Ponte do Ruso,España,A Coruña,Outes,Os Muíños
-8.6382307,42.0994383,Ponte da Magdalena,España,Pontevedra,Tuy,A Madalena
-7.2448552,42.3335382,Ponte Cabalar,España,Ourense,A Pobra de Trives,Mendoia
-8.2388307,43.4310356,Ponte da Ciscada,España,A Coruña,Ares,O Castro
-6.9429895,43.0789763,Puente colgante de Riodeporcos,España,Lugo,Ibias,Riodeporcos
-7.0179756,43.0859358,Puente colgante de Pena do Inferno,España,Lugo,A Fonsagrada,Vilagocende
-8.8208467,41.9660495,Puente colgante de Acevedo,España,Pontevedra,Oia,O Barrio Novo
-8.5412278,42.367261,Punto 171,España,Pontevedra,Ponte Caldelas,A Insua
-8.1476766,42.1255744,Puente de Feáns,España,Ourense,Padrenda,Freáns
-8.2470825,42.3621816,Ponte Contán,España,Ourense,San Xusto,Barroso
-8.2358234,42.3702493,Ponte Valderías,España,Ourense,Avión,San Xusto
-8.2366077,42.3571381,Acueducto de Barroso,España,Ourense,Leiro,Barroso
-8.2369287,42.3569025,Ponte Carreira,España,Ourense,Leiro,Barroso
-8.5591429,42.3449274,Puente colgante del Verdugo,España,Pontevedra,O Rial,O Sobral
-7.1024037,42.8608018,Ponte do Demo Pontes de Gatin,España,Lugo,Becerreá,As Pontes de Gatín
-7.4236806,42.7783097,Puente de Áspera,España,Lugo,Sarria,A Áspera
-7.3647157,42.8624715,Ponte Carracedo,España,Lugo,Láncara,A Ponte
