X,Y,Name,country,provincia,concello,LUGAR_E_PARROQUIA
-8.110292,43.422509026168,Fragas do Eume,España,A Coruña,Puentedeume,Entorno rural
-8.753861,42.349889026168,Illote do Santo do Mar,España,Pontevedra,Marín,Casás
-7.634468,42.411283026168,Mirador do Xabrega,España,Lugo,Sober,O Arroxó
-7.539713,42.363150026168,Mirador de Triguás,España,Ourense,Parada de Sil,Os Fiós
-7.614834,42.393243026168,Mirador de A Cividade,España,Ourense,Parada de Sil,Cerreda
-7.596332,42.403927026168,Mirador do Boqueiriño,España,Ourense,Parada de Sil,Castro
-8.172305,43.407846026168,Metrosidero de Pontedeume,España,A Coruña,Puentedeume,Souto da Vila
-7.632655,42.410300026168,Mirador dos Chancís,España,Ourense,Sober,Sober
-7.992895,43.703162026168,Mirador de Chao de Monte,España,A Coruña,Cedeira,O Formigueiro
-7.614234,42.375292026168,Mirador de A Columna,España,Ourense,Parada de Sil,Cerreda
-8.08435,42.431265026168,Paseo Arenteiro,España,Ourense,O Carballiño,Toscaña de Arriba
-8.339838,43.459212026168,Cabo Prioriño,España,A Coruña,Ferrol,O Pieiro
-7.291084,42.274126026168,Cabeza de Manzaneda,España,Ourense,A Pobra de Trives,Cabeza de Manzaneda
-7.615414,42.304341026168,Mirador do Picouto,España,Ourense,Xunqueira de Espadanedo,A Caseta
-7.671382,42.562763026168,Mirador de O Cabo do Mundo,España,Lugo,O Saviñao,O Priorato
-7.555177,42.397696026168,Mirador de Cadeiras,España,Ourense,Parada de Sil,Fondo de Vila
-7.568503,42.407880026168,Mirador de Santiorxo,España,Lugo,Sober,A Regueira
-8.815155,42.186867026168,Cabo Estai,España,Pontevedra,Vigo,Cabo Estai
-7.333095,41.848641026168,Alto da Cota,España,Ourense,Vilardevós,Vilardevós
-8.753861,42.349889026168,Illote do Santo do Mar,España,Pontevedra,Marín,Casás
-7.992895,43.703162026168,Mirador de Chao de Monte,España,A Coruña,Cedeira,O Formigueiro
-8.726572,42.233395026168,Monte do Castro de Vigo,España,Pontevedra,Vigo,O Berbés
-8.6154163,42.495232226168,Parque forestal y deportivo de O Pontillón do Castro,España,Pontevedra,Pontevedra,O Gabián
-8.1319106,42.166282226168,Área de Recreo de Pontedeva,España,Ourense,Aldea de Deva,Xinzo de Deva
-8.1584859,42.174090826168,Mirador de Trado,España,Ourense,Pontedeva,Cima de Vila
-8.0720973,42.236048226168,Ruta Río Gato,España,Ourense,Cartelle,Madarnás
-8.0752087,42.234221226168,Mirador del Cañón del Río Gato,España,Ourense,Cartelle,Madarnás
-8.1771541,42.198067126168,Mirador de O Coto da Pena,España,Ourense,Cortegada,Cortegada
-8.082,42.231921426168,Mirador de A Peniña,España,Ourense,Outeiro Cruz,O Rial
-8.3355492,42.794692126168,Illa de Gres,España,Pontevedra,Boqueixón,A Ponte
-8.4474456,43.053908026168,Estación de Ordes-A Pontraga,España,A Coruña,Tordoia,As Pontes
-8.280344,43.454975026168,Mirador de la Bailadora,España,A Coruña,Ares,O Monte
